tweet,emotion,product_filled,cleaned_tweets
"rt @mention apple opened a pop-up store at #sxsw for the release of the ipad 2, &amp; it was quite a scene. geek power! {link}",positive,ipad,rt apple opened popup store sxsw release ipad 2 amp quite scene geek power link
"rt @mention apple opened a pop-up store at #sxsw for the release of the ipad 2, and it was quite a scene. geek power! {link}",positive,ipad,rt apple opened popup store sxsw release ipad 2 quite scene geek power link
rt @mention apple opening a pop up store in downtown austin for #sxsw and ipad 2 launch {link},neutral,ipad,rt apple opening pop store downtown austin sxsw ipad 2 launch link
rt @mention apple opening a pop up store in downtown austin for #sxsw and ipad 2 launch {link} via @mention,neutral,ipad,rt apple opening pop store downtown austin sxsw ipad 2 launch link via
"rt @mention apple opening downtown austin pop up store for #sxsw. rt @mention before it even begins, apple wins sxsw {link}",positive,apple,rt apple opening downtown austin pop store sxsw rt even begins apple wins sxsw link
rt @mention apple opening pop-up store in austin (sixth &amp; congress) for #sxsw {link} #ipad2,neutral,apple,rt apple opening popup store austin sixth amp congress sxsw link ipad2
rt @mention apple opening popup store for ipad launch in downtown austin during #sxsw {link} via @mention,positive,apple,rt apple opening popup store ipad launch downtown austin sxsw link via
rt @mention apple opening temporary ipad 2 store to handle #sxsw demand {link},neutral,ipad,rt apple opening temporary ipad 2 store handle sxsw demand link
rt @mention apple opening up temporary store in downtown austin for #sxsw and the ipad 2 launch {link},neutral,ipad,rt apple opening temporary store downtown austin sxsw ipad 2 launch link
rt @mention apple opens &quot;pop-up&quot; store for #sxsw rt @mention smart. very well played fruit co. {link} /via @mention,positive,apple,rt apple opens quotpopupquot store sxsw rt smart well played fruit co link via
rt @mention apple opens ipad 2 pop-up store in austin for #sxsw; could the strategy work for bookselling? {link},neutral,ipad,rt apple opens ipad 2 popup store austin sxsw could strategy work bookselling link
"rt @mention apple plans to keep austin wired, opening a pop-up apple store just for #sxsw {link}",neutral,apple,rt apple plans keep austin wired opening popup apple store sxsw link
"rt @mention apple pop up store for #sxsw, why not pop up genius bars - everywhere?",positive,apple,rt apple pop store sxsw pop genius bars everywhere
rt @mention apple pop-up shop for #sxsw. how cool is that? {link},positive,apple,rt apple popup shop sxsw cool link
rt @mention apple popup store at #sxsw {link},neutral,apple,rt apple popup store sxsw link
rt @mention apple popup store at #sxsw {link} (sat am at opening),positive,apple,rt apple popup store sxsw link sat opening
rt @mention apple puts popup store at #sxsw to hawk ipad 2. think they'll sell one or two? {link},neutral,ipad,rt apple puts popup store sxsw hawk ipad 2 think theyll sell one two link
rt @mention apple selling ipad 2 at #sxsw. california is great at building cult followings. {link},neutral,ipad,rt apple selling ipad 2 sxsw california great building cult followings link
rt @mention apple set to open popup shop in austin (6th &amp; con) for sxsw {link} via @mention #sxsw #sxswprsa #prsa,neutral,apple,rt apple set open popup shop austin 6th amp con sxsw link via sxsw sxswprsa prsa
rt @mention apple set to open popup shop in core of #sxsw action {link},neutral,apple,rt apple set open popup shop core sxsw action link
rt @mention apple set to open popup shop in core of #sxsw action {link} (ipad2 on the ground.),neutral,apple,rt apple set open popup shop core sxsw action link ipad2 ground
rt @mention apple set to open popup shop in core of sxsw action - they're going to sell ipad2 at #sxsw! {link} // danger,neutral,apple,rt apple set open popup shop core sxsw action theyre going sell ipad2 sxsw link danger
rt @mention apple set to open popup shop in core of sxsw action {link} #sxsw #apple #ipad #retail,neutral,ipad,rt apple set open popup shop core sxsw action link sxsw apple ipad retail
rt @mention apple set to open popup shop in core of sxsw action {link} via @mention #sxsw,positive,apple,rt apple set open popup shop core sxsw action link via sxsw
"rt @mention apple sets up 5,000-square-foot temporary store at #sxsw to sell new ipads, test potential traffic {link}",neutral,apple,rt apple sets 5000squarefoot temporary store sxsw sell new ipads test potential traffic link
"rt @mention apple sets up 5,000-square-foot temporary store at #sxsw to sell new ipads, test potentialû_ {link} #socialmedia #ipad",neutral,ipad,rt apple sets 5000squarefoot temporary store sxsw sell new ipads test potentialû_ link socialmedia ipad
rt @mention apple sets up temporary austin store to serve the hordes of ipad 2 purchasers at #sxsw {link},neutral,ipad,rt apple sets temporary austin store serve hordes ipad 2 purchasers sxsw link
rt @mention apple setting up temp store at #sxsw to sell the #ipad2. crazy? brilliant? convenient? {link},positive,ipad,rt apple setting temp store sxsw sell ipad2 crazy brilliant convenient link
rt @mention apple store downtown austin open til midnight. #sxsw,neutral,apple,rt apple store downtown austin open til midnight sxsw
rt @mention apple store has had a line down the block all week long at #sxsw amazing,positive,apple,rt apple store line block week long sxsw amazing
rt @mention apple to have a pop-up store at south by south west: {link} #sxsw,neutral,apple,rt apple popup store south south west link sxsw
rt @mention apple to open a pop-up store downtown austin (1st floor of my bldg at 6th &amp; congress) for #sxsw and the ipad 2 launch #morefunpeoplewatching,neutral,ipad,rt apple open popup store downtown austin 1st floor bldg 6th amp congress sxsw ipad 2 launch morefunpeoplewatching
rt @mention apple to open pop-up shop at sxsw [report] - {link} #apple #sxsw,neutral,apple,rt apple open popup shop sxsw report link apple sxsw
rt @mention apple to open pop-up shop at sxsw [report] - {link} #sxsw,positive,apple,rt apple open popup shop sxsw report link sxsw
rt @mention apple to open temporary store for #sxsw at 6th and congress {link},neutral,apple,rt apple open temporary store sxsw 6th congress link
rt @mention apple to open temporary store for #sxsw at 6th and congress {link} #atx,neutral,apple,rt apple open temporary store sxsw 6th congress link atx
rt @mention apple to open temporary store for #sxsw. interesting. {link},positive,apple,rt apple open temporary store sxsw interesting link
"rt @mention apple, google, intel ... go gaga for the go game by @mention @mention {link} (cc @mention @iangogame) #li #sxsw",mixed,google,rt apple google intel go gaga go game link cc li sxsw
"rt @mention apple. intel. genentech. atari. cisco...&quot;something ventured,&quot; traces the risk takers who wrote checks: {link} #sxsw",neutral,apple,rt apple intel genentech atari ciscoquotsomething venturedquot traces risk takers wrote checks link sxsw
rt @mention apple...&quot;the classiest fascist company in america&quot; kara swisher #sxsw,negative,apple,rt applequotthe classiest fascist company americaquot kara swisher sxsw
rt @mention apple's doing a #sxsw pop up store for ipad2 sayeth @mention {link},neutral,apple,rt apples sxsw pop store ipad2 sayeth link
"rt @mention apple's pop up shop on lavaca and 6th #sxsw yes, the line wraps around the block (@mention apple store, sxsw) {link}",neutral,apple,rt apples pop shop lavaca 6th sxsw yes line wraps around block apple store sxsw link
rt @mention apple's taking old ipads for teach for america (user gets a tax write-off) when you buy a new ipad. kinda cool. #sxsw,positive,apple,rt apples taking old ipads teach america user gets tax writeoff buy new ipad kinda cool sxsw
"rt @mention arduino + android = flaming skulls {link} refrigerator speaks , salon k, 3:30pm @mention @mention #sxsw #smartthings",positive,android app,rt arduino android flaming skulls link refrigerator speaks salon k 330pm sxsw smartthings
"rt @mention arduino + android = flaming skulls {link} the refrigerator speaks , salon k, 3:30pm @mention @mention #sxsw #smartthings",neutral,android,rt arduino android flaming skulls link refrigerator speaks salon k 330pm sxsw smartthings
rt @mention are you at #sxsw? check out #tokii in the the maple leaf digital lounge {link} www.tokii.com,neutral,none,rt sxsw check tokii maple leaf digital lounge link wwwtokiicom
rt @mention are you attending the #sxsw and want to explore #austin ? check out @mention for austin {link},neutral,none,rt attending sxsw want explore austin check austin link
rt @mention are you going to be at #sxsw and wish you could purchase an ipad 2? not to worry! - {link} well played apple. well played.,positive,ipad,rt going sxsw wish could purchase ipad 2 worry link well played apple well played
rt @mention are you going to check out the #apple pop-up shop during #sxsw #sxswi? let us know! {link} #ipad2,neutral,apple,rt going check apple popup shop sxsw sxswi let us know link ipad2
rt @mention are you stupid at #sxsw ? find it out with your #mac and our game {link} or via your #ipad 1&amp;2 {link},neutral,ipad,rt stupid sxsw find mac game link via ipad 1amp2 link
rt @mention aron pilhofer from ny times just endorsed html over ipad at #newsapps #sxsw and asked us not to tweet what he actually said!,neutral,ipad,rt aron pilhofer ny times endorsed html ipad newsapps sxsw asked us tweet actually said
"rt @mention arriving in the us for #sxsw, will be looking for a microsim for data in my iphone // recommendations @mention",neutral,iphone,rt arriving us sxsw looking microsim data iphone recommendations
"rt @mention as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results #sxsw",positive,google,rt search sxsw via twitter work check googles real time search least get results sxsw
rt @mention at #sxsw &amp; want to drink free? get the ask around iphone app to find out where we are &amp; join us for drinks in #austin.,positive,ipad or iphone app,rt sxsw amp want drink free get ask around iphone app find amp join us drinks austin
rt @mention at #sxsw and want to win an ipad? get on the case with @mention @mention and @mentionr,positive,ipad,rt sxsw want win ipad get case
"rt @mention at #sxsw and want to win an ipad? get on the case with #chaos, @mention and @mention {link}",neutral,ipad,rt sxsw want win ipad get case chaos link
"rt @mention at #sxsw apple has 99% marketshare, not seeing much linux.",neutral,apple,rt sxsw apple 99 marketshare seeing much linux
rt @mention at #sxsw conf and 1 out of every 200 people have a mac or ipad (including me). what happened to the pc? is it becoming obsolete?,neutral,ipad,rt sxsw conf 1 every 200 people mac ipad including happened pc becoming obsolete
rt @mention at #sxsw even the cabbies are tech savvy. that's his iphone streaming twitter. @mention {link},positive,iphone,rt sxsw even cabbies tech savvy thats iphone streaming twitter link
"rt @mention at #sxsw presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on ipad app",positive,ipad or iphone app,rt sxsw presentation demonstrates pause video new video player pick spot ipad app
"rt @mention at #sxsw presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on ipad app. #tveverywhere",positive,ipad or iphone app,rt sxsw presentation demonstrates pause video new video player pick spot ipad app tveverywhere
rt @mention at #sxsw preso @mention demonstrates how u can pause a video on new video player &amp; pick up in same spot on ipad app. #tveverywhere,neutral,ipad,rt sxsw preso demonstrates u pause video new video player amp pick spot ipad app tveverywhere
"rt @mention at #sxsw social hackathon session with google, bing, webtrends and chzbrgr. going to figure out how to do this in mpls/st paul #bolinsxsw",neutral,google,rt sxsw social hackathon session google bing webtrends chzbrgr going figure mplsst paul bolinsxsw
rt @mention at #sxsw with an iphone? use free ispyart app to send your photos of the #artallaround to @mention {link},neutral,iphone,rt sxsw iphone use free ispyart app send photos artallaround link
rt @mention at #sxsw your iphone charger is your best friend.,positive,iphone,rt sxsw iphone charger best friend
"rt @mention at #sxsw, apple schools the marketing experts {link} via @mention",positive,apple,rt sxsw apple schools marketing experts link via
"rt @mention at #sxsw, apple schools the marketing experts | cnet - {link}",neutral,apple,rt sxsw apple schools marketing experts cnet link
rt @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,positive,apple,rt sxsw quotapple comes cool technology ones ever heard dont go conferencesquot
rt @mention at #sxsw? @mention / @mention wanna buy you a drink. 7pm at fado on 4th. {link} join us!,neutral,none,rt sxsw wan na buy drink 7pm fado 4th link join us
"rt @mention at #sxsw? come hear me speak in 40 mins. designing ipad interfaces - new navigation schemas in ballrm a, 11:00am #uxdes @mention",neutral,ipad,rt sxsw come hear speak 40 mins designing ipad interfaces new navigation schemas ballrm 1100am uxdes
rt @mention at #sxsw? don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @aclu in acc 9abc at 3:30 cst!,neutral,none,rt sxsw dont forget come privacybootcamp startups acc 9abc 330 cst
rt @mention at #sxsw? don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @aclu in acc 9abc at 3:30!,neutral,none,rt sxsw dont forget come privacybootcamp startups acc 9abc 330
rt @mention at #sxsw? get the soundcloud iphone app {link} and start recording. use 4sq geotagging to be on the map: {link},neutral,iphone,rt sxsw get soundcloud iphone app link start recording use 4sq geotagging map link
rt @mention at #sxsw? join us for a drink (or 2) tonight at 7pm. fado irish pub on 4th. {link} we'd love to meet!,neutral,none,rt sxsw join us drink 2 tonight 7pm fado irish pub 4th link wed love meet
rt @mention at #sxsw? we're giving away an ipad 2 to the creator of the most popular disc during interactive. create a disc &amp; share on twitter!,neutral,ipad,rt sxsw giving away ipad 2 creator popular disc interactive create disc amp share twitter
"rt @mention at #sxsw? your #chaos mission is to download @mention app, check-in &amp; start playing to redeem prizes @mention austin hot spots! {link}",neutral,none,rt sxsw chaos mission download app checkin amp start playing redeem prizes austin hot spots link
"rt @mention at #sxsw? your mission is to download @mention app, check-in &amp; play to redeem prizes @mention austin hot spots! {link}",neutral,none,rt sxsw mission download app checkin amp play redeem prizes austin hot spots link
rt @mention at #sxsw?? mindtouchers @mention @mention @mention are there giving ipad demos of mindtouch tcs! tweet them to check it out!,positive,ipad,rt sxsw mindtouchers giving ipad demos mindtouch tcs tweet check
rt @mention at #tweethouse watching #ipad dj @mention rock out at #sxsw! check out www.rana.co! #dotco,positive,ipad,rt tweethouse watching ipad dj rock sxsw check wwwranaco dotco
"rt @mention at google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #sxsw",positive,google,rt google 4 people work 7 people rather 7 people work 4 agileagency sxsw
"rt @mention at sxsw, apple schools the marketing experts {link} #sxsw",neutral,apple,rt sxsw apple schools marketing experts link sxsw
"rt @mention at sxsw, apple schools the marketing experts: {link} via @mention #sxsw #apple #marketing",positive,apple,rt sxsw apple schools marketing experts link via sxsw apple marketing
rt @mention at the airport playing my fav game: &quot;are you going to #sxsw?&quot; wearing denim on denim? you're going. charging 3+ apple products? you too.,neutral,apple,rt airport playing fav game quotare going sxswquot wearing denim denim youre going charging 3 apple products
"rt @mention at the panel: &quot;your mom has an ipad, designing for boomers&quot; #sxsw",neutral,ipad,rt panel quotyour mom ipad designing boomersquot sxsw
rt @mention attending #sxsw? austin guide by @mention is now free to download on itunes - {link} #lp,neutral,none,rt attending sxsw austin guide free download itunes link lp
"rt @mention attending designing ipad interfaces - new navigation schemas. with akqa's lynn teo. ballroom a. and yes, we are hiring. #sxsw",neutral,ipad,rt attending designing ipad interfaces new navigation schemas akqas lynn teo ballroom yes hiring sxsw
"rt @mention audience q: what prototyping tools do you use? sketchbooks/sharpie pens, photoshop, balsamic, google docs, axsure, etc. #myprototype #sxsw",neutral,google,rt audience q prototyping tools use sketchbookssharpie pens photoshop balsamic google docs axsure etc myprototype sxsw
rt @mention audioboo: the front of the apple ipad 2 queue {link} #sxsw #sxswsa #apple #ipad2 #austin #texas,neutral,ipad,rt audioboo front apple ipad 2 queue link sxsw sxswsa apple ipad2 austin texas
"rt @mention austin, my pal @mention lost her phone, please help rt @mention i left my white iphone 4g in a cab in austin at #sxsw internet, please help.",neutral,iphone,rt austin pal lost phone please help rt left white iphone 4g cab austin sxsw internet please help
rt @mention australian business &amp; not-for-profits may be interested in these seo insights from google &amp; bing at #sxsw {link} #digibiz,neutral,google,rt australian business amp notforprofits may interested seo insights google amp bing sxsw link digibiz
"rt @mention available today, @mention mobile apps for #iphone #android #blackberry and #windowsmobile w/ facebook. more info: {link} #sxsw",neutral,iphone,rt available today mobile apps iphone android blackberry windowsmobile w facebook info link sxsw
"rt @mention awesome hands on review of the ipad 2 coming tomorrow on @mention , guest post by @mention - he's at #sxsw",positive,ipad,rt awesome hands review ipad 2 coming tomorrow guest post hes sxsw
rt @mention awesome new version of @mention for iphone &amp; new web site coming after #sxsw. want a demo? meet with @mention at #sxsw.,positive,ipad or iphone app,rt awesome new version iphone amp new web site coming sxsw want demo meet sxsw
rt @mention awesome new version of @mention for iphone and new web site coming after #sxsw. want a demo? meet with @mention at #sxsw.,positive,ipad or iphone app,rt awesome new version iphone new web site coming sxsw want demo meet sxsw
rt @mention awesome new version of @mention for iphone and new web site coming after #sxsw. want a demo? meet with @mention at #sxsw. pls rt,positive,iphone,rt awesome new version iphone new web site coming sxsw want demo meet sxsw pls rt
rt @mention awesome presentation on digital magazines {link} #touchingstories #sxsw #gsdm,neutral,none,rt awesome presentation digital magazines link touchingstories sxsw gsdm
rt @mention awesome! first day of #sxsw and #apple just approved our new app!!! go and download it now and check our blog for &quot;big stereo&quot; #ipad2,positive,ipad or iphone app,rt awesome first day sxsw apple approved new app go download check blog quotbig stereoquot ipad2
"rt @mention backupify announces cloudsight search, the first searchable archive solution for social media and google apps #sxsw #sxswi {link}",positive,other google product or service,rt backupify announces cloudsight search first searchable archive solution social media google apps sxsw sxswi link
rt @mention bad news update: the pop-up apple store is out of ipads! not sure if they will have more by tomorrow. #sxsw,neutral,apple,rt bad news update popup apple store ipads sure tomorrow sxsw
rt @mention badgeless event! free drinks! ûï@mention heading to free google-sponsored happy hour for semantic web austin @mention fogo de chìáo #sxswû,positive,other google product or service,rt badgeless event free drinks ûï heading free googlesponsored happy hour semantic web austin fogo de chìáo sxswû
rt @mention badger @mention on angel news #sxsw {link} - nice one. also we're giving away a free ipad 2 - {link} #contest,neutral,ipad,rt badger angel news sxsw link nice one also giving away free ipad 2 link contest
rt @mention barton hollow is a free song download &amp; featured album on @mention @mention 2011 featured mix! {link} #itunes #sxsw,neutral,none,rt barton hollow free song download amp featured album 2011 featured mix link itunes sxsw
"rt @mention beautiful day in #austin! come by and grab a slice or two. if you check in on #google, you can get a deal. #sxswi #sxsw",neutral,google,rt beautiful day austin come grab slice two check google get deal sxswi sxsw
"rt @mention before it even begins, #apple wins #sxsw {link} by @mention",positive,apple,rt even begins apple wins sxsw link
"rt @mention before it even begins, apple wins #sxsw {link}",positive,apple,rt even begins apple wins sxsw link
"rt @mention before it even begins, apple wins #sxsw {link} /by @mention for @mention",positive,apple,rt even begins apple wins sxsw link
"rt @mention before it even begins, apple wins #sxsw {link} on @mention",positive,apple,rt even begins apple wins sxsw link
"rt @mention before it even begins, apple winsåê#sxsw, {link} -&gt; gonna get sum! via @mention",positive,apple,rt even begins apple winsåêsxsw link gt gon na get sum via
rt @mention behaviour diff. lots of phone calls while using ipad/laptop. notsomuch with the mobiles internets. #sxsw,neutral,ipad,rt behaviour diff lots phone calls using ipadlaptop notsomuch mobiles internets sxsw
rt @mention behind on 100s of emails? give them all 1 line iphone composed replies. #sxsw #protip,neutral,iphone,rt behind 100s emails give 1 line iphone composed replies sxsw protip
rt @mention ben benieuwd! rt @mention we interrupt your regularly scheduled #sxsw geek programming with big news {link} #google #circles,neutral,google,rt ben benieuwd rt interrupt regularly scheduled sxsw geek programming big news link google circles
"rt @mention best brand marketing at #sxsw: ge @mention solar powered carousel, @mention rock 'n roll trailer park, apple's ipad2 pop-up shop",positive,apple,rt best brand marketing sxsw ge solar powered carousel rock n roll trailer park apples ipad2 popup shop
rt @mention best ipad design: big chunky elements. generous space. clarity trumps density. tap quality trumps tap quantity. #tapworthy #sxsw,positive,ipad,rt best ipad design big chunky elements generous space clarity trumps density tap quality trumps tap quantity tapworthy sxsw
rt @mention best pickup-line at #sxsw: do you have an iphone charger?,neutral,iphone,rt best pickupline sxsw iphone charger
"rt @mention best swag ever. thanks @mention my charging iphone thanks you, too. #sxsw {link}",positive,iphone,rt best swag ever thanks charging iphone thanks sxsw link
rt @mention best thing abt @mention for #sxsw? great food &amp; drink w/patio &amp; plenty of free parking | 5-10 min n of &quot;the mess&quot; {link},neutral,none,rt best thing abt sxsw great food amp drink wpatio amp plenty free parking 510 min n quotthe messquot link
rt @mention best thing heard at #sxsw &quot;i gave my ipad 2 money to #japan relief. i don't need an ipad 2.&quot; (@mention @mention,neutral,ipad,rt best thing heard sxsw quoti gave ipad 2 money japan relief dont need ipad 2quot
rt @mention best thing i've heard at #sxsw &quot;i gave my ipad 2 money to #japan relief. i don't need an ipad 2.&quot; (@mention @mention,neutral,ipad,rt best thing ive heard sxsw quoti gave ipad 2 money japan relief dont need ipad 2quot
rt @mention best thing i've heard this weekend at #sxsw &quot;i gave my #ipad 2 money to #japan relief. i don't need an ipad 2.&quot;,neutral,ipad,rt best thing ive heard weekend sxsw quoti gave ipad 2 money japan relief dont need ipad 2quot
rt @mention best thing i've heard this weekend at #sxsw &quot;i gave my ipad 2 money to #japan relief. i don'û_ (cont) {link},neutral,ipad,rt best thing ive heard weekend sxsw quoti gave ipad 2 money japan relief donû_ cont link
rt @mention best thing i've heard this weekend at #sxsw &quot;i gave my ipad 2 money to #japan relief. i don't ne... {link},mixed,ipad,rt best thing ive heard weekend sxsw quoti gave ipad 2 money japan relief dont ne link
rt @mention best thing i've heard this weekend at #sxsw &quot;i gave my ipad 2 money to #japan relief. i don't need an ipad 2.&quot;,neutral,ipad,rt best thing ive heard weekend sxsw quoti gave ipad 2 money japan relief dont need ipad 2quot
rt @mention best thing i've heard this weekend at #sxsw &quot;i gave my ipad 2 money to #japan relief. i don't need an ipad 2.&quot; (@mention,negative,ipad,rt best thing ive heard weekend sxsw quoti gave ipad 2 money japan relief dont need ipad 2quot
rt @mention best thing i've heard this weekend at #sxsw &quot;i gave my ipad 2 money to #japan relief. i don't need an ipad 2.&quot; (@mention @mention,negative,ipad,rt best thing ive heard weekend sxsw quoti gave ipad 2 money japan relief dont need ipad 2quot
rt @mention best thing i've heard this weekend at #sxsw &quot;i gave my ipad 2 money to #japan relief. i don't need an ipad 2.&quot; @mention,negative,ipad,rt best thing ive heard weekend sxsw quoti gave ipad 2 money japan relief dont need ipad 2quot
rt @mention best thing i've heard this weekend at #sxsw &quot;i gave my ipad 2 money to #japan relief. i don't need an ipad 2.&quot; &lt;amen!&gt;,negative,ipad,rt best thing ive heard weekend sxsw quoti gave ipad 2 money japan relief dont need ipad 2quot ltamengt
rt @mention best thing i've heard this wknd @mention #sxsw &quot;i gave my ipad 2 money 2 #japan relief. i don't need ipad 2&quot;(@mention @mention),negative,ipad,rt best thing ive heard wknd sxsw quoti gave ipad 2 money 2 japan relief dont need ipad 2quot
rt @mention best thing i've heard this wknd at #sxsw &quot;gave my ipad 2 $ to #japan relief. i don't need an ipad 2.&quot; (@mention @mention,neutral,ipad,rt best thing ive heard wknd sxsw quotgave ipad 2 japan relief dont need ipad 2quot
rt @mention best thing i've heard this wknd at #sxsw &quot;i gave my ipad 2 money to #japan relief. i don't need an ipad 2.&quot;,neutral,ipad,rt best thing ive heard wknd sxsw quoti gave ipad 2 money japan relief dont need ipad 2quot
rt @mention better get in line now. rt @mention apple is opening up a temp store in downtown austin for #sxsw &amp; ipad 2 launch {link},positive,apple,rt better get line rt apple opening temp store downtown austin sxsw amp ipad 2 launch link
"rt @mention big night: come party down with @mention and google tonight at #sxsw: {link} bands, food, art, interactive maps! cc: @mention",neutral,google,rt big night come party google tonight sxsw link bands food art interactive maps cc
rt @mention biggest takeaway from #uxdes thus far -- bring physical world into your ipad design &amp; recreate already learned experiences. #sxsw,neutral,ipad,rt biggest takeaway uxdes thus far bring physical world ipad design amp recreate already learned experiences sxsw
rt @mention biomimicry as the basis of design and problem solving. google studying flocking and swarming behavior to understand collab. brilliant. #sxsw,positive,google,rt biomimicry basis design problem solving google studying flocking swarming behavior understand collab brilliant sxsw
rt @mention black or white ipad? #sxsw #ipad2,neutral,ipad,rt black white ipad sxsw ipad2
rt @mention blogger is about due for an update... google takes action and will showcase the new design at #sxsw {link},positive,google,rt blogger due update google takes action showcase new design sxsw link
"rt @mention boooo! rt @mention flipboard is developing an iphone version, not android, says @mention #sxsw",neutral,iphone,rt boooo rt flipboard developing iphone version android says sxsw
"rt @mention booth 313, there is still time for the power challenge. ride the bike. get a bottle, enter to win an ipad. #sxsw #thisiscrazyfun",neutral,ipad,rt booth 313 still time power challenge ride bike get bottle enter win ipad sxsw thisiscrazyfun
ipad 2's on both sides of me. i just want to hold them. please? pretty please? #geekout #sxsw,positive,ipad,ipad 2s sides want hold please pretty please geekout sxsw
"rt @mention bounced over to catch google's marissa mayer speak. always admired her - intelligent, classy, successful. #sxsw",positive,google,rt bounced catch googles marissa mayer speak always admired intelligent classy successful sxsw
"rt @mention brilliant move by apple: before it even begins, apple wins #sxsw {link}",positive,apple,rt brilliant move apple even begins apple wins sxsw link
rt @mention brought up how google maps had rerouted all images of jcpenney to images of macys or trashy restraunts. they had no comment #uosxsw #sxsw,negative,other google product or service,rt brought google maps rerouted images jcpenney images macys trashy restraunts comment uosxsw sxsw
rt @mention brown paper is coming down on the windows of the #sxsw popup apple store. {link},neutral,apple,rt brown paper coming windows sxsw popup apple store link
rt @mention building a custom android home screen for #sxsw #sxswi stuff. any other must haves? {link},neutral,android,rt building custom android home screen sxsw sxswi stuff must haves link
"rt @mention buying ipad2? turn in ur ipad1, apple store wipes it clean, donates to schools. mrs. jobs idea. #apple #ipad2 #sxsw",positive,apple,rt buying ipad2 turn ur ipad1 apple store wipes clean donates schools mrs jobs idea apple ipad2 sxsw
"rt @mention by looking around at sxswi, you would think apple was the only tech company in existence. #sxsw",neutral,apple,rt looking around sxswi would think apple tech company existence sxsw
rt @mention calvin is now the geek charlie sheen with his goddesses. @mention @mention @mention @schmittastic #google #sxsw,neutral,google,rt calvin geek charlie sheen goddesses google sxsw
rt @mention calvin is now the geek charlie sheen with his goddesses. @mention @mention @mention #google #sxsw,neutral,google,rt calvin geek charlie sheen goddesses google sxsw
rt @mention cameron sinclair @mention spearheads japan disaster relief from #sxsw via twitter &amp; iphone {link},neutral,iphone,rt cameron sinclair spearheads japan disaster relief sxsw via twitter amp iphone link
rt @mention cameron sinclair @mention spearheads japan disaster relief from #sxsw via twitter &amp; iphone {link} -retweet this,neutral,iphone,rt cameron sinclair spearheads japan disaster relief sxsw via twitter amp iphone link retweet
rt @mention cameron sinclair @mention spearheads japan disaster relief from #sxsw via twitter &amp; iphone {link} //,neutral,iphone,rt cameron sinclair spearheads japan disaster relief sxsw via twitter amp iphone link
rt @mention cameron sinclair spearheads japan disaster relief from #sxsw via twitter &amp; iphone {link} #sxsw4jp #archforhumanity,neutral,iphone,rt cameron sinclair spearheads japan disaster relief sxsw via twitter amp iphone link sxsw4jp archforhumanity
rt @mention can google do social? we may shortly find out rt @mention google to launch major new social network called circles at #sxsw {link},neutral,google,rt google social may shortly find rt google launch major new social network called circles sxsw link
rt @mention can't be at #sxsw? download their free music mix on itunes {link},neutral,none,rt cant sxsw download free music mix itunes link
rt @mention can't be at #sxsw? download their free music mix on itunes {link} cc: @mention,neutral,none,rt cant sxsw download free music mix itunes link cc
rt @mention can't wait anymore!!! :)) &quot;google to launch major new social network called circles&quot; (via @mention {link} #google #circles #sxsw,positive,other google product or service,rt cant wait anymore quotgoogle launch major new social network called circlesquot via link google circles sxsw
rt @mention can't wait to see the internet implode in austin on friday when everyone stops all normal activity to order an ipad 2 #sxsw,positive,ipad,rt cant wait see internet implode austin friday everyone stops normal activity order ipad 2 sxsw
rt @mention catch charles chen @mention sxsw &amp; ask him for a demo of chromeos &amp; android access. hint: he's wearing a google braille shirt. #sxsw,neutral,google,rt catch charles chen sxsw amp ask demo chromeos amp android access hint hes wearing google braille shirt sxsw
rt @mention catch our talk on text-to-speech for android &amp; chrome @mention the league of extraordinary hackers. {link} #sxsw,neutral,android,rt catch talk texttospeech android amp chrome league extraordinary hackers link sxsw
rt @mention catch our talk on text-to-speech for android &amp; chrome at the league of extraordinary hackers. {link} #sxsw,neutral,android,rt catch talk texttospeech android amp chrome league extraordinary hackers link sxsw
rt @mention celebrate beauty of the web @mention the msft #ie9 launch &amp; play our new #html5 game to win an ipad2 {link} #sxsw,neutral,none,rt celebrate beauty web msft ie9 launch amp play new html5 game win ipad2 link sxsw
rt @mention check out designing ipad interfaces - new navigation schemas at sxsw. {link} #sxsw #uxdes,neutral,ipad,rt check designing ipad interfaces new navigation schemas sxsw link sxsw uxdes
rt @mention check out left brain search = google. right brain search = x at sxsw. {link} #sxsw #bettersearch,neutral,google,rt check left brain search google right brain search x sxsw link sxsw bettersearch
rt @mention check out lightbox.com at the team android choice awards finalists announced at #sxsw @mention and team rock!,positive,android,rt check lightboxcom team android choice awards finalists announced sxsw team rock
rt @mention check out our daily #sxsw reports (dutch): day1 {link} day2 {link} more to follow!,neutral,none,rt check daily sxsw reports dutch day1 link day2 link follow
rt @mention check out the {link} site - download the iphone app and get ready for sxsw (special q&amp;a stream) #sxsw,positive,ipad or iphone app,rt check link site download iphone app get ready sxsw special qampa stream sxsw
